week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
27th week,Telangana,Khammam,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,2,7,2014,17.5,80.333333,-0.20102372,-0.4215475,1.452478376
27th week,Telangana,Khammam,Acute Diarrhoeal Disease,-0.104248947,0.1855301,10,7,2016,17.5,80.333333,0.096280182,0,0
37th week,Telangana,Khammam,Acute Diarrhoeal Disease,-0.104248947,0.1855301,10,7,2016,17.5,80.333333,0.096280182,0,0
37th week,Telangana,Khammam,Dengue,-0.069746734,-0.152088036,1,9,2016,17.5,80.333333,0.513741507,-0.27615525,-0.354727461
38th week,Telangana,Khammam,Dengue,-0.092748209,-0.152088036,1,9,2016,17.5,80.333333,0.513741507,-0.27615525,-0.354727461
37th week,Telangana,Khammam,Dengue,-0.085081051,-0.152088036,5,9,2016,17.5,80.333333,1.010852904,0,-0.543924052
40th week,Telangana,Khammam,Dengue,-0.096581788,-0.152088036,5,10,2016,17.5,80.333333,-0.063422779,0.741590503,-0.330510297
41st week,Telangana,Khammam,Dengue,-0.096581788,-0.152088036,6,10,2016,17.5,80.333333,-0.101788391,0,-0.291157406
44th week,Telangana,Khammam,Dengue,-0.095303929,0.523148237,29,10,2016,17.5,80.333333,-0.734733726,0.741590503,-0.31537457
30th week,Telangana,Khammam,Dengue,-0.079969612,-0.152088036,24,7,2017,17.5,80.333333,0.603156989,-0.130762999,-0.643819852
33rd week,Telangana,Khammam,Dengue,-0.059523856,-0.152088036,14,8,2017,17.5,80.333333,0.127008127,0.014629251,0.106912221
36th week,Telangana,Khammam,Dengue,-0.092748209,-0.152088036,4,9,2017,17.5,80.333333,-0.577528886,0.596198253,-0.418297515
30th week,Telangana,Khammam,Chikungunya,-0.062079576,-0.152088036,26,7,2018,17.5,80.333333,0.05396066,-0.4215475,0
40th week,Telangana,Mahaboobnagar,Chikungunya,-0.079969612,-0.152088036,18,4,2016,17.720535,79.627202,-0.734058919,-0.857724251,2.134796962
52nd week,Telangana,Mahaboobnagar,Chikungunya,-0.063357436,-0.152088036,17,8,2017,17.720535,79.627202,-0.12291576,0.305413752,-0.006605733
35th week,Telangana,Mahaboobnagar,Dengue,-0.072302454,-0.152088036,21,8,2019,17.720535,79.627202,-0.083913559,0,-0.198324935
28th week,Telangana,Mahabubabad,Acute Gastroenteritis,-0.056968137,-0.152088036,8,7,2017,17.7138983,80.04134253,-0.381409083,-0.56693975,0
28th week,Telangana,Mahabubabad,Acute Gastroenteritis,-0.101693227,-0.152088036,13,7,2017,17.7138983,80.04134253,-0.108726059,-0.56693975,-0.394080352
11th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,5,3,2010,16.69656855,77.95911462,-0.740692188,0,1.480933544
4th week,Telangana,Mahabubnagar,Chikungunya,-0.106804666,-0.152088036,10,1,2011,16.69656855,77.95911462,-0.739606993,-0.56693975,0.119323518
43rd week,Telangana,Mahabubnagar,Dengue,-0.097859648,-0.152088036,20,10,2011,16.69656855,77.95911462,-0.59026863,0.160021502,0.467445245
17th week,Telangana,Mahabubnagar,Dengue,-0.082525331,-0.152088036,24,4,2012,16.69656855,77.95911462,-0.672975188,-1.003116501,1.877287778
20th week,Telangana,Mahabubnagar,Dengue,-0.072302454,-0.152088036,6,5,2012,16.69656855,77.95911462,-0.740707252,-1.003116501,1.535724876
21st week,Telangana,Mahabubnagar,Chikungunya,-0.079969612,-0.152088036,22,5,2012,16.69656855,77.95911462,-0.740460129,-1.003116501,2.121477522
21st week,Telangana,Mahabubnagar,Dengue,-0.040355961,-0.152088036,23,5,2012,16.69656855,77.95911462,-0.740661259,0,2.085151777
22nd week,Telangana,Mahabubnagar,Chikungunya,-0.0454674,-0.152088036,24,5,2012,16.69656855,77.95911462,-0.740556087,0,2.067594333
24th week,Telangana,Mahabubnagar,Chikungunya,-0.09147035,-0.152088036,1,6,2012,16.69656855,77.95911462,-0.684411626,0,0.831913558
28th week,Telangana,Mahabubnagar,Dengue,-0.068468875,-0.152088036,11,7,2012,16.69656855,77.95911462,-0.501786935,0,0.735044903
29th week,Telangana,Mahabubnagar,Chikungunya,-0.051856698,-0.152088036,14,7,2012,16.69656855,77.95911462,-0.533617168,-0.56693975,1.11041094
29th week,Telangana,Mahabubnagar,Dengue,-0.022465924,-0.152088036,16,7,2012,16.69656855,77.95911462,-0.32534778,-0.56693975,1.11041094
30th week,Telangana,Mahabubnagar,Chikungunya,-0.096581788,-0.152088036,24,7,2012,16.69656855,77.95911462,0.651846052,-0.857724251,0.15080583
33rd week,Telangana,Mahabubnagar,Chikungunya,-0.046745259,-0.152088036,13,8,2012,16.69656855,77.95911462,-0.459257494,-0.4215475,-0.227587352
34th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.082525331,0.1855301,21,8,2012,16.69656855,77.95911462,-0.677842312,-0.4215475,0.491864228
34th week,Telangana,Mahabubnagar,Dengue And Chikungunya,-0.064635295,-0.152088036,23,8,2012,16.69656855,77.95911462,-0.675908834,-0.4215475,0.626067667
35th week,Telangana,Mahabubnagar,Dengue And Chikungunya,-0.049300979,-0.152088036,25,8,2012,16.69656855,77.95911462,-0.527038715,-0.4215475,0.925755067
36th week,Telangana,Mahabubnagar,Chikungunya,-0.08891463,-0.152088036,29,8,2012,16.69656855,77.95911462,0.11743232,-0.712332001,0
36th week,Telangana,Mahabubnagar,Dengue,-0.083803191,-0.152088036,5,9,2012,16.69656855,77.95911462,1.059288025,0,-0.052012915
36th week,Telangana,Mahabubnagar,Dengue,-0.073580313,-0.152088036,5,9,2012,16.69656855,77.95911462,1.059288025,0,-0.052012915
36th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,7,9,2012,16.69656855,77.95911462,0.789699033,-0.56693975,0
37th week,Telangana,Mahabubnagar,Dengue,-0.063357436,-0.152088036,11,9,2012,16.69656855,77.95911462,-0.500545543,-0.56693975,0
37th week,Telangana,Mahabubnagar,Dengue,-0.076136033,-0.152088036,11,9,2012,16.69656855,77.95911462,-0.500545543,-0.56693975,0
3rd week,Telangana,Mahabubnagar,Chikungunya,-0.073580313,-0.152088036,9,1,2013,16.69656855,77.95911462,-0.739308678,0,0.486213547
13th week,Telangana,Mahabubnagar,Dengue,-0.096581788,-0.152088036,25,3,2013,16.69656855,77.95911462,-0.740715265,-0.857724251,1.681330573
14th week,Telangana,Mahabubnagar,Chikungunya,-0.083803191,-0.152088036,1,4,2013,16.69656855,77.95911462,-0.738546828,-0.857724251,2.084546347
15th week,Telangana,Mahabubnagar,Chikungunya,-0.09019249,-0.152088036,8,4,2013,16.69656855,77.95911462,-0.738939196,-0.857724251,2.037322878
18th week,Telangana,Mahabubnagar,Chikungunya,-0.065913155,-0.152088036,1,5,2013,16.69656855,77.95911462,-0.560296277,0,1.988888551
33rd week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,15,8,2013,16.69656855,77.95911462,-0.380655346,-0.712332001,0.423248921
37th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.062079576,0.523148237,9,9,2013,16.69656855,77.95911462,-0.385685645,0.160021502,0.037287876
45th week,Telangana,Mahabubnagar,Cholera,-0.033966662,-0.152088036,5,11,2013,16.69656855,77.95911462,-0.671617045,0.450806002,-0.07522104
48th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.079969612,0.523148237,27,11,2013,16.69656855,77.95911462,-0.673058417,-0.130762999,-0.053526488
25th week,Telangana,Mahabubnagar,Chikungunya,-0.077413893,-0.152088036,14,6,2014,16.69656855,77.95911462,-0.635434522,-1.003116501,1.661351413
27th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.086358911,0.1855301,29,6,2014,16.69656855,77.95911462,-0.531492658,-1.003116501,1.126555705
9th week,Telangana,Mahabubnagar,Cholera,-0.073580313,-0.152088036,27,2,2015,16.69656855,77.95911462,-0.740694752,-0.857724251,1.399200616
10th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.068468875,-0.152088036,1,3,2015,16.69656855,77.95911462,-0.729347101,-0.857724251,1.364085729
13th week,Telangana,Mahabubnagar,Chikungunya,-0.072302454,-0.152088036,22,3,2015,16.69656855,77.95911462,-0.738771854,0,1.593543354
31st week,Telangana,Mahabubnagar,Dengue,-0.081247472,-0.152088036,25,7,2015,16.69656855,77.95911462,-0.471655169,-1.003116501,-0.360781752
32nd week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.062079576,-0.152088036,3,8,2015,16.69656855,77.95911462,-0.641623029,-0.712332001,0.863698585
27th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,5,7,2016,16.69656855,77.95911462,0.196538826,-1.293901002,0
28th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.060801716,-0.152088036,11,7,2016,16.69656855,77.95911462,0.042230499,0,0
39th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,-0.074858173,-0.152088036,25,9,2016,16.69656855,77.95911462,1.627205849,-1.003116501,0
14th week,Telangana,Mahabubnagar,Chikungunya,-0.054412418,-0.152088036,30,3,2019,16.69656855,77.95911462,-0.740581604,0,2.040955453
27th week,Telangana,Mahabubnagar,Chikungunya,-0.079969612,-0.152088036,4,7,2019,16.69656855,77.95911462,0.012445294,0,0
34th week,Telangana,Mahabubnagar,Dengue And Chikungunya,-0.072302454,-0.152088036,21,8,2019,16.69656855,77.95911462,-0.503209623,0,-0.055040061
10th week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,3,3,2010,16.7434538,77.9923191,-0.74063674,-0.712332001,1.24360534
16th week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,-0.086358911,0.1855301,14,4,2010,16.7434538,77.9923191,-0.732612595,0,1.655297122
16th week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,-0.055690277,-0.152088036,22,4,2011,16.7434538,77.9923191,-0.680355062,0,1.57659134
17th week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,-0.048023119,-0.152088036,22,4,2011,16.7434538,77.9923191,-0.680355062,0,1.57659134
33rd week,Telangana,Mahbubnagar,Dengue,-0.059523856,-0.152088036,15,8,2011,16.7434538,77.9923191,-0.587426804,-0.4215475,-0.112555824
38th week,Telangana,Mahbubnagar,Dengue,-0.021188065,-0.152088036,16,9,2011,16.7434538,77.9923191,-0.588872961,0.014629251,-0.097420097
16th week,Telangana,Mahbubnagar,Dengue,-0.072302454,-0.152088036,13,4,2013,16.7434538,77.9923191,-0.740545201,-0.857724251,2.268798611
46th week,Telangana,Mahbubnagar,Chikungunya,-0.063357436,-0.152088036,9,11,2013,16.7434538,77.9923191,-0.687055453,0,-0.191867035
31st week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,-0.048023119,-0.152088036,30,7,2014,16.7434538,77.9923191,0.209554553,-1.003116501,0
40th week,Telangana,Mahbubnagar,Cholera,0.106597908,0.1855301,28,9,2015,16.7434538,77.9923191,-0.545428723,0.305413752,0.627883954
32nd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,4,8,2009,17.9375095,78.21174499,-0.662261642,0,0.640194356
20th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,12,5,2010,17.9375095,78.21174499,-0.738528853,-1.003116501,1.552979605
23rd week,Telangana,Medak,Acute Diarrhoeal Disease,0.05037208,-0.152088036,30,5,2010,17.9375095,78.21174499,-0.740703566,-1.003116501,1.72290336
23rd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,6,6,2010,17.9375095,78.21174499,-0.721836538,-1.003116501,1.793334955
31st week,Telangana,Medak,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,28,7,2010,17.9375095,78.21174499,0.696312849,0,0
33rd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,28,7,2010,17.9375095,78.21174499,0.696312849,0,0
42nd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,5,10,2010,17.9375095,78.21174499,-0.388123301,0.160021502,-0.522734034
23rd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,6,6,2011,17.9375095,78.21174499,-0.384129195,-1.003116501,1.321705693
25th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,20,6,2011,17.9375095,78.21174499,-0.566180057,-0.857724251,0.588732883
25th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,20,6,2011,17.9375095,78.21174499,-0.566180057,-0.857724251,0.588732883
33rd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,15,8,2011,17.9375095,78.21174499,-0.577919483,-0.4215475,-2.042361052
12th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.063357436,-0.152088036,21,3,2012,17.9375095,78.21174499,-0.74063017,0,1.832889665
35th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.069746734,-0.152088036,29,8,2012,17.9375095,78.21174499,0.043267497,0.305413752,-0.319915288
34th week,Telangana,Medak,Cholera,0.005646989,0.860766373,16,8,2013,17.9375095,78.21174499,-0.257990086,-0.857724251,0
35th week,Telangana,Medak,Cholera,0.14365584,0.860766373,16,8,2013,17.9375095,78.21174499,-0.257990086,-0.857724251,0
37th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.062079576,-0.152088036,8,9,2013,17.9375095,78.21174499,-0.653056923,0.305413752,-0.406188934
40th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.099137508,0.523148237,29,9,2013,17.9375095,78.21174499,-0.696416327,0,-0.495994259
51st week,Telangana,Medak,Chikungunya,-0.08763677,-0.152088036,9,12,2013,17.9375095,78.21174499,-0.728336075,-0.27615525,-0.580249797
39th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,20,9,2014,17.9375095,78.21174499,-0.265774957,-0.130762999,-0.045958624
32nd week,Telangana,Medak,Dengue,-0.096581788,-0.152088036,1,8,2015,17.9375095,78.21174499,-0.695927025,-0.27615525,0.31729883
45th week,Telangana,Medak,Chikungunya,-0.095303929,-0.152088036,2,11,2015,17.9375095,78.21174499,-0.716992536,-0.27615525,0.100101144
30th week,Telangana,Medak,Cholera,0.144933699,0.1855301,27,7,2016,17.9375095,78.21174499,-0.03824652,0,0.468656103
38th week,Telangana,Medak,Cholera,0.206270966,0.1855301,27,7,2016,17.9375095,78.21174499,-0.03824652,0,0.468656103
38th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,9,8,2016,17.9375095,78.21174499,-0.107627526,-0.130762999,-1.110504786
36th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.092748209,0.1855301,11,9,2016,17.9375095,78.21174499,-0.434598959,0.450806002,-0.196559111
38th week,Telangana,Medak,Cholera,-0.056968137,-0.152088036,19,9,2016,17.9375095,78.21174499,1.504839583,-0.27615525,-0.81485357
46th week,Telangana,Medak,Cholera,-0.037800241,-0.152088036,19,9,2016,17.9375095,78.21174499,1.504839583,-0.27615525,-0.81485357
39th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.074858173,0.1855301,26,9,2016,17.9375095,78.21174499,2.08634873,-0.712332001,0
48th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.074858173,0.1855301,26,9,2016,17.9375095,78.21174499,2.08634873,-0.712332001,0
39th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,1,10,2016,17.9375095,78.21174499,0.023845735,0.305413752,-0.602953388
48th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,1,10,2016,17.9375095,78.21174499,0.023845735,0.305413752,-0.602953388
40th week,Telangana,Medak,Acute Diarrhoeal Disease,-0.068468875,-0.152088036,4,10,2016,17.9375095,78.21174499,-0.052469036,0.305413752,-0.666523443
47th week,Telangana,Medak,Cholera,-0.058245997,-0.152088036,4,10,2016,17.9375095,78.21174499,-0.052469036,0.305413752,-0.666523443
43rd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,19,10,2016,17.9375095,78.21174499,-0.740716066,0.596198253,0.046672027
43rd week,Telangana,Medak,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,23,10,2016,17.9375095,78.21174499,-0.740740745,0,-0.096411059
6th week,Telangana,Medak,Acute Diarrhoeal Disease,0.106597908,-0.152088036,6,2,2018,17.9375095,78.21174499,-0.740699239,-0.857724251,0.346561247
31st week,Telangana,Medchal,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,28,7,2019,17.6339929,78.4843146,0.138794654,0,0.41719463
19th week,Telangana,Nalgonda,Acute Diarrhoeal Disease,-0.046745259,-0.152088036,8,5,2010,16.8579636,79.21749353,-0.722734322,0,1.032310587
26th week,Telangana,Nalgonda,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,25,6,2012,16.8579636,79.21749353,-0.64419957,0,1.049868031
30th week,Telangana,Nalgonda,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,22,7,2012,16.8579636,79.21749353,0.96164816,-0.712332001,0.265837358
30th week,Telangana,Nalgonda,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,24,7,2012,16.8579636,79.21749353,0.586306203,-0.712332001,0.020638576
33rd week,Telangana,Nalgonda,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,18,8,2012,16.8579636,79.21749353,-0.686309958,-0.56693975,0.146265112
36th week,Telangana,Nalgonda,Dengue,-0.013520906,0.1855301,27,8,2012,16.8579636,79.21749353,-0.055840276,0,0.246665447
16th week,Telangana,Nalgonda,Dengue,-0.063357436,-0.152088036,17,4,2013,16.8579636,79.21749353,-0.738581184,-1.003116501,1.479218151
7th week,Telangana,Nalgonda,Chikungunya,-0.073580313,-0.152088036,6,2,2014,16.8579636,79.21749353,-0.740592038,-0.56693975,-0.137378417
39th week,Telangana,Nalgonda,Malaria,-0.073580313,-0.152088036,21,9,2014,16.8579636,79.21749353,0.397546529,0,-0.428892524
35th week,Telangana,Nalgonda,Dengue,-0.094026069,0.1855301,17,8,2015,16.8579636,79.21749353,-0.04914548,-0.130762999,-0.055040061
34th week,Telangana,Nalgonda,Malaria,-0.09019249,-0.152088036,26,8,2016,16.8579636,79.21749353,-0.681215228,-0.712332001,1.254200349
9th week,Telangana,Nalgonda,Dengue,-0.037800241,-0.152088036,26,2,2019,16.8579636,79.21749353,-0.740390308,0,1.160056125
47th week,Telangana,Nalgonda,Dengue,-0.101693227,-0.152088036,15,11,2021,16.8579636,79.21749353,0.007563768,-0.857724251,-0.823935006
51st week,Telangana,Nalgonda,Dengue,-0.102971087,-0.152088036,20,12,2021,16.8579636,79.21749353,-0.735916777,0.160021502,-0.574498221
10th week,Telangana,Nalgonda,Dengue,-0.105526807,-0.152088036,11,3,2022,16.8579636,79.21749353,-0.740552051,-0.4215475,0.761683783
30th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.083803191,0.1855301,22,7,2009,18.75,78.25,0.625809288,-0.56693975,-0.341105306
43rd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,0.199881667,-0.152088036,17,10,2009,18.75,78.25,-0.711815593,0.596198253,0.132037528
12th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,22,3,2012,18.75,78.25,-0.740724079,-0.56693975,1.011524178
14th week,Telangana,Nizamabad,Dengue,-0.09147035,-0.152088036,2,4,2013,18.75,78.25,-0.6961884,-0.56693975,1.371956307
21st week,Telangana,Nizamabad,Acute Diarrhoeal Disease,0.010758428,-0.152088036,23,5,2013,18.75,78.25,-0.736566728,-1.003116501,1.788996056
23rd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.004575888,-0.152088036,6,6,2013,18.75,78.25,-0.384847214,-1.003116501,1.080139485
23rd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,8,6,2013,18.75,78.25,0.048315817,-1.003116501,1.080139485
28th week,Telangana,Nizamabad,Chikungunya,-0.055690277,-0.152088036,29,6,2013,18.75,78.25,0.904453841,-0.857724251,0
28th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,7,7,2013,18.75,78.25,0.018160553,-0.712332001,-0.139800133
23rd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,2,6,2014,18.75,78.25,-0.73260328,0,1.385881176
32nd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.04418954,-0.152088036,8,8,2016,18.75,78.25,0.142677743,-0.27615525,-1.087296661
2nd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.010965187,-0.152088036,29,11,2016,18.75,78.25,-0.740710618,-0.27615525,0.020638576
27th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,9,6,2017,18.75,78.25,0.006950934,0,1.711299313
12th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,0.088707871,-0.152088036,18,3,2018,18.75,78.25,-0.64673254,-0.27615525,0.41114034
44th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,27,10,2018,18.75,78.25,-0.727125774,0.014629251,0.145760578
46th week,Telangana,Nizamabad,Dengue,0.642021132,0.523148237,8,11,2018,18.75,78.25,-0.713750073,0,0.085419488
46th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,15,11,2018,18.75,78.25,-0.740675041,-0.130762999,0.353624576
31st week,Telangana,RAJANNA SIRCILLA,Dengue,0.059317098,-0.152088036,4,7,2017,18.452116,78.76455837,-0.330011328,0,0
26th week,Telangana,Rajanna Sircilla,Acute Diarrhoeal Disease,-0.076136033,-0.152088036,29,6,2017,18.452116,78.76455837,-0.25933063,-0.712332001,-0.360781752
31st week,Telangana,RangaReddy,Acute Diarrhoeal Disease,0.00309127,0.1855301,2,8,2013,17.1333954,78.39709787,1.028381838,-0.27615525,0
31st week,Telangana,RangaReddy,Acute Diarrhoeal Disease,-0.04163382,-0.152088036,2,8,2013,17.1333954,78.39709787,1.028381838,-0.27615525,0
20th week,Telangana,Rangareddy,Acute Diarrhoeal Disease,0.196048088,-0.152088036,9,5,2010,17.1333954,78.39709787,-0.662761051,0,1.427504426
44th week,Telangana,Rangareddy,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,26,10,2018,17.1333954,78.39709787,-0.722606007,-0.130762999,0.381625671
35th week,Telangana,Sangareddy,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,28,8,2017,17.86859205,77.82281995,0.133731598,0,-0.630197697
7th week,Telangana,Sangareddy,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,16,2,2018,17.86859205,77.82281995,-0.701129255,-0.857724251,0.201510517
38th week,Telangana,Sangareddy,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,17,9,2018,17.86859205,77.82281995,-0.509116497,0.305413752,0.163418946
38th week,Telangana,Sangareddy,Dengue,-0.036522381,-0.152088036,4,9,2019,17.86859205,77.82281995,0.717072543,-0.27615525,0.141724394
38th week,Telangana,Sangareddy,Dengue,-0.074858173,-0.152088036,10,9,2019,17.86859205,77.82281995,0.504404024,-0.130762999,-1.435418388
40th week,Telangana,Sangareddy,Dengue,-0.046745259,-0.152088036,30,9,2019,17.86859205,77.82281995,-0.049671398,0,-0.556032634
44th week,Telangana,Sangareddy,Dengue And Chikungunya,-0.069746734,-0.152088036,29,10,2019,17.86859205,77.82281995,-0.226780049,0.741590503,-0.856628177
45th week,Telangana,Sangareddy,Dengue,-0.069746734,-0.152088036,29,10,2019,17.86859205,77.82281995,-0.226780049,0.741590503,-0.856628177
28th week,Telangana,Suryapet,Dengue,-0.095303929,-0.152088036,8,7,2018,17.08001385,79.79253297,-0.094141747,-1.003116501,0
28th week,Telangana,Wanaparthy,Dengue,-0.08891463,-0.152088036,2,7,2019,16.2852944,77.98644727,0.02385055,-1.148508752,0.650284831
19th week,Telangana,Wanaparthy,Dengue,-0.019910205,-0.152088036,6,4,2020,16.2852944,77.98644727,-0.740551131,0,1.644399398
17th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.074858173,-0.152088036,21,4,2010,17.9820644,79.5970954,-0.712503077,-1.003116501,1.793536774
24th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.049300979,-0.152088036,6,6,2010,17.9820644,79.5970954,-0.707071194,-1.148508752,2.057907467
27th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,30,6,2010,17.9820644,79.5970954,-0.398653415,-0.857724251,0.394995574
28th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,30,6,2010,17.9820644,79.5970954,-0.398653415,-0.857724251,0.394995574
31st week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.074858173,0.523148237,29,7,2010,17.9820644,79.5970954,1.153473933,-0.56693975,0
34th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.049300979,-0.152088036,11,8,2010,17.9820644,79.5970954,0.46135619,-0.27615525,0.192176828
35th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.081247472,-0.152088036,20,8,2010,17.9820644,79.5970954,0.72976879,0,-0.351700315
38th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.048023119,-0.152088036,6,9,2010,17.9820644,79.5970954,1.914649579,0,-0.842097879
45th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,25,10,2010,17.9820644,79.5970954,0.355545964,0.450806002,-0.522734034
17th week,Telangana,Warangal,Dengue,-0.102971087,-0.152088036,27,4,2011,17.9820644,79.5970954,-0.550178071,-0.56693975,0.971919035
31st week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,2,8,2011,17.9820644,79.5970954,0.34605824,-0.712332001,-0.181171131
32nd week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.04418954,-0.152088036,11,8,2011,17.9820644,79.5970954,-0.650953227,-0.4215475,0.389950321
36th week,Telangana,Warangal,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,5,9,2011,17.9820644,79.5970954,0.422398916,0,-0.324456006
30th week,Telangana,Warangal,Acute Diarrhoeal Disease,0.00436913,-0.152088036,22,7,2012,17.9820644,79.5970954,2.004386247,-0.857724251,0
18th week,Telangana,Warangal,Dengue,-0.058245997,-0.152088036,29,4,2013,17.9820644,79.5970954,-0.682180276,-0.712332001,1.414134524
22nd week,Telangana,Warangal,Malaria,-0.082525331,0.1855301,26,5,2015,17.9820644,79.5970954,-0.740520834,-1.003116501,1.867197304
28th week,Telangana,Warangal,Acute Gastroenteritis,-0.085081051,-0.152088036,9,7,2017,17.9820644,79.5970954,-0.489490107,-0.712332001,0.153832976
50th week,Telangana,Warangal Urban,Acute Diarrhoeal Disease,-0.056968137,-0.152088036,14,12,2017,18.00441,79.56838,-0.740679528,-0.4215475,0.104793219
8th week,Telangana,Warangal Urban,Acute Diarrhoeal Disease,-0.04291168,-0.152088036,21,2,2020,18.00441,79.56838,-0.740681291,-0.130762999,0.240611156
51st week,Tripura,Agartala,Acute Diarrhoeal Disease,0.017147727,-0.152088036,12,12,2018,23.8312377,91.2823821,-0.740711098,0.450806002,-0.958340265
6th week,Tripura,Dhalai,Acute Diarrhoeal Disease,-0.096581788,1.873620783,3,2,2011,23.8253158,91.97322267,-0.736995813,3.50404326,-1.355703568
15th week,Tripura,Dhalai,Acute Diarrhoeal Disease,-0.040355961,0.1855301,15,4,2011,23.8253158,91.97322267,-0.644592771,0,-0.179153024
25th week,Tripura,Dhalai,Malaria,5.741959287,14.70310997,25,5,2014,23.8253158,91.97322267,-0.526248373,0,-0.475056493
